person,personLabel,date,year,date_precision,date_certainty,date_label,date_level,date_string,date_propLabel,prop_valueLabel,qual_date_prop,date_prop,prop_value,prop_label,month,day,m,nice_date,category,date_text,s
Q2268,Alice Mary Hunt,1905-02-17T00:00:00Z,1905,ymd,NA,point in time,qual,1905-02-17,election to RAI proposed by,James Hilton,P1,P7,Q4,election to RAI proposed by,2,48,February,17 February 1905,other,1905-02-17,Q2268-aad1fd77-455a-a06a-7a52-73e11dd14521
Q2269,Hannah Lucy Goddard,1905-02-17T00:00:00Z,1905,ymd,NA,point in time,qual,1905-02-17,election to RAI proposed by,James Hilton,P1,P7,Q4,election to RAI proposed by,2,48,February,17 February 1905,other,1905-02-17,Q2269-84e27938-49ad-70dd-ce86-956187b45056
Q960,Sophia Crawford Lomas,1905-02-18T00:00:00Z,1905,ymd,NA,point in time,qual,1905-02-18,work(s) published in,The Athenaeum,P1,P101,Q3472,work(s) published in,2,49,February,18 February 1905,other,1905-02-18,Q960-2a0a758b-4798-553d-e529-0a8fe6744186
Q943,Matilda Cullen Knowles,1905-02-28T00:00:00Z,1905,ymd,NA,point in time,qual,1905-02-28,spoke at,meeting,P1,P23,Q31,spoke at,2,59,February,28 February 1905,other,1905-02-28,Q943-c4a1c212-48e1-b820-e13f-ddfd396a5f6c
Q1892,Ethel Ann Burton-Brown,1905-03-01T00:00:00Z,1905,ym,NA,end time,qual,1905-03-00,held position,Lecturer (Extension),P28,P17,Q3021,held position,3,60,March,March 1905,work,1905-03-01,Q1892-073897b7-4958-486a-3876-56c68314b53b
Q1892,Ethel Ann Burton-Brown,1905-03-01T00:00:00Z,1905,ym,NA,start time,qual,1905-03-00,held position,Lecturer (Extension),P27,P17,Q3021,held position,3,60,March,March 1905,work,1905-03-01,Q1892-63f5ddba-4831-7bb6-2f8b-00bd06d31df6
Q1033,Ida Mary Roper,1905-03-03T00:00:00Z,1905,ymd,NA,point in time,qual,1905-03-03,spoke at,meeting,P1,P23,Q31,spoke at,3,62,March,3 March 1905,other,1905-03-03,Q1033-81f9af79-4ace-ed0f-5774-ab48a1890675
Q1088,Albina Lucy Cust Wherry,1905-03-15T00:00:00Z,1905,ymd,NA,point in time,qual,1905-03-15,exhibited at,The Folklore Society,P1,P13,Q292,exhibited at,3,74,March,15 March 1905,other,1905-03-15,Q1088-fa84557f-4097-a4c7-ea07-8bb81319fd02
Q1090,Beatrix Albina Wherry,1905-03-15T00:00:00Z,1905,ymd,NA,point in time,qual,1905-03-15,exhibited at,The Folklore Society,P1,P13,Q292,exhibited at,3,74,March,15 March 1905,other,1905-03-15,Q1090-ccba71d5-4487-806d-327b-d6903c2f44f2
Q1088,Albina Lucy Cust Wherry,1905-03-15T00:00:00Z,1905,ymd,NA,point in time,qual,1905-03-15,spoke at,The Folklore Society,P1,P23,Q292,spoke at,3,74,March,15 March 1905,other,1905-03-15,Q1088-c1277dc5-4594-1d3b-328f-8600b7e17460
Q1085,Jessie Laidlay Weston,1905-03-15T00:00:00Z,1905,ymd,NA,point in time,qual,1905-03-15,spoke at,meeting,P1,P23,Q31,spoke at,3,74,March,15 March 1905,other,1905-03-15,Q1085-1f1ebc00-47be-c26b-2159-46c3ad0c7971
Q877,Elizabeth Mayhew Edmonds,1905-03-21T00:00:00Z,1905,ymd,NA,point in time,main,1905-03-21,date of death,NA,NA,P15,NA,date of death,3,80,March,21 March 1905,death,1905-03-21,Q877-D09B0D83-E76A-4F95-9129-EB4BCCB953CE
Q1892,Ethel Ann Burton-Brown,1905-03-30T00:00:00Z,1905,ymd,NA,point in time,qual,1905-03-30,spoke at,meeting,P1,P23,Q31,spoke at,3,89,March,30 March 1905,other,1905-03-30,Q1892-b5f9c779-4194-fdcd-1e7e-bacb977d6fd0
Q1084,Alice Werner,1905-04-01T00:00:00Z,1905,ym,NA,point in time,qual,1905-04-00,spoke at,meeting,P1,P23,Q31,spoke at,4,91,April,April 1905,other,1905-04-01,Q1084-adc381e5-4bc2-b823-ce7b-3d658b0e5b0c
Q911,Jane Ellen Harrison,1905-04-11T00:00:00Z,1905,ymd,NA,point in time,qual,1905-04-11,spoke at,International Archaeological Congress,P1,P23,Q2403,spoke at,4,101,April,11 April 1905,other,1905-04-11,Q911-25b55c35-4576-3742-d3fd-ab4c9ced915c
Q1036,Enid Maud Grace Routh,1905-04-13T00:00:00Z,1905,ymd,NA,point in time,qual,1905-04-13,spoke at,meeting,P1,P23,Q31,spoke at,4,103,April,13 April 1905,other,1905-04-13,Q1036-3b4689ab-4b15-ecb4-20ff-8e18166dc828
Q747,Ada Goodrich-Freer,1905-04-19T00:00:00Z,1905,ymd,NA,point in time,qual,1905-04-19,spoke at,meeting,P1,P23,Q31,spoke at,4,109,April,19 April 1905,other,1905-04-19,Q747-5ec0a938-4881-a2e3-317e-afe962c6212c
Q495,Mary Louisa Armitt,1905-04-27T00:00:00Z,1905,ymd,NA,point in time,qual,1905-04-27,spoke at,meeting,P1,P23,Q31,spoke at,4,117,April,27 April 1905,other,1905-04-27,Q495-1af8cf8e-4e19-f205-a84c-c8cb69018d68
Q1892,Ethel Ann Burton-Brown,1905-05-01T00:00:00Z,1905,ym,NA,point in time,qual,1905-05-00,held position,Lecturer (freelance),P1,P17,Q701,held position,5,121,May,May 1905,work,1905-05-01,Q1892-dc5ee8d0-4cf6-fe5d-86ec-c625931ce63c
Q1892,Ethel Ann Burton-Brown,1905-05-03T00:00:00Z,1905,ymd,NA,point in time,qual,1905-05-03,spoke at,meeting,P1,P23,Q31,spoke at,5,123,May,3 May 1905,other,1905-05-03,Q1892-5be6994d-4c7c-c96d-623b-ac0822d8af80
Q875,Mary Kitson Clark,1905-05-14T00:00:00Z,1905,ymd,NA,point in time,main,1905-05-14,date of birth,NA,NA,P26,NA,date of birth,5,134,May,14 May 1905,birth,1905-05-14,Q875-27FD56F8-8D96-4A46-BA2A-7DF0B2C9732A
Q1253,Margaret Susan Tyssen-Amherst,1905-05-18T00:00:00Z,1905,ymd,NA,start time,qual,1905-05-18,was fellow of,Royal Historical Society,P27,P75,Q432,was fellow of,5,138,May,18 May 1905,other,1905-05-18,Q1253-54a0751a-4e97-cae9-0537-54eb9db526e4
Q2681,Alice Kemp-Welch,1905-06-01T00:00:00Z,1905,ym,NA,point in time,qual,1905-06-00,work(s) published in,The Monthly Review,P1,P101,Q2906,work(s) published in,6,152,June,June 1905,other,1905-06-01,Q2681-e94c798b-49bf-827d-f193-3dd50c0a5bd2
Q469,Josephine Knowles,1905-06-07T00:00:00Z,1905,ymd,NA,point in time,qual,1905-06-07,spoke at,meeting,P1,P23,Q31,spoke at,6,158,June,7 June 1905,other,1905-06-07,Q469-7ce308e6-4f97-35fc-eb76-b4900662bc32
Q1085,Jessie Laidlay Weston,1905-06-21T00:00:00Z,1905,ymd,NA,point in time,qual,1905-06-21,spoke at,meeting,P1,P23,Q31,spoke at,6,172,June,21 June 1905,other,1905-06-21,Q1085-06895ad7-44f1-6f61-bc46-68a25dac73b4
Q1084,Alice Werner,1905-07-01T00:00:00Z,1905,ym,NA,point in time,qual,1905-07-00,spoke at,meeting,P1,P23,Q31,spoke at,7,182,July,July 1905,other,1905-07-01,Q1084-0b781c31-447e-daba-a6df-e8f53b167626
Q1027,Lucy Ramsay,1905-07-04T00:00:00Z,1905,ymd,NA,point in time,main,1905-07-04,date of death,NA,NA,P15,NA,date of death,7,185,July,4 July 1905,death,1905-07-04,Q1027-0fcc5670-4497-4227-e2f0-fe6c7c6b29ea
Q874,Frances Rose-Troup,1905-07-18T00:00:00Z,1905,ymd,NA,point in time,qual,1905-07-18,spoke at,Annual Meeting,P1,P23,Q682,spoke at,7,199,July,18 July 1905,other,1905-07-18,Q874-9a240681-4053-ece6-cfe0-42714de2f896
Q880,Emma Louisa Radford,1905-07-19T00:00:00Z,1905,ymd,NA,point in time,qual,1905-07-19,spoke at,Annual Meeting,P1,P23,Q682,spoke at,7,200,July,19 July 1905,other,1905-07-19,Q880-ee292e39-485a-541a-6aed-4c442561a751
Q1552,Lilian Mary Lindsay,1905-07-26T00:00:00Z,1905,ymd,NA,point in time,main,1905-07-26,was married in (PIT value),NA,NA,P130,NA,was married in,7,207,July,26 July 1905,other,1905-07-26,Q1552-E505F5CF-674E-47A5-B52F-7AE7928F147B
Q3650,Amy Johnston,1905-09-01T00:00:00Z,1905,ym,NA,point in time,main,1905-09-00,was married in (PIT value),NA,NA,P130,NA,was married in,9,244,September,September 1905,other,1905-09-01,Q3650-4757a669-4cbe-cd20-0976-86b867a26b8e
Q779,Harriet Loyd Lindsay,1905-09-05T00:00:00Z,1905,ymd,NA,point in time,qual,1905-09-05,land-proprietor activity,land-owner,P1,P103,Q530,land-proprietor activity,9,248,September,5 September 1905,other,1905-09-05,Q779-931d50ab-48cd-2d96-9e6e-39539b556576
Q871,Mrs J. Dyson,1905-09-14T00:00:00Z,1905,ymd,NA,point in time,qual,1905-09-14,exhibited at,meeting,P1,P13,Q31,exhibited at,9,257,September,14 September 1905,other,1905-09-14,Q871-4c561f35-4278-7f94-2aba-744edfa4b23d
Q2270,Mrs S. F. Hammond,1905-09-18T00:00:00Z,1905,ymd,NA,point in time,qual,1905-09-18,election to RAI proposed by,t79694,P1,P7,_:t79694,election to RAI proposed by,9,261,September,18 September 1905,other,1905-09-18,Q2270-a5dc7a28-4647-5b2b-b944-43600806fcbc
Q2274,Hannah Jane Foster,1905-09-18T00:00:00Z,1905,ymd,NA,point in time,qual,1905-09-18,election to RAI proposed by,t79712,P1,P7,_:t79712,election to RAI proposed by,9,261,September,18 September 1905,other,1905-09-18,Q2274-e2898223-4a4f-bdf2-c46c-65951e888268
Q1084,Alice Werner,1905-10-01T00:00:00Z,1905,ym,NA,point in time,qual,1905-10-00,spoke at,meeting,P1,P23,Q31,spoke at,10,274,October,October 1905,other,1905-10-01,Q1084-ce794ee9-4059-28ea-2b22-3ffc22d10cd9
Q1892,Ethel Ann Burton-Brown,1905-10-10T00:00:00Z,1905,ymd,NA,start time,qual,1905-10-10,held position,Lecturer (Extension),P27,P17,Q3021,held position,10,283,October,10 October 1905,work,1905-10-10,Q1892-12922f91-42ba-6447-c13e-2049b5c4d9b7
Q782,Beatrice Braithwaite Batty,1905-10-18T00:00:00Z,1905,ymd,NA,point in time,qual,1905-10-18,exhibited at,meeting,P1,P13,Q31,exhibited at,10,291,October,18 October 1905,other,1905-10-18,Q782-1065a140-43d2-67e2-b8a2-d5e152ad2e7d
Q916,Agnes Conway Horsfield,1905-10-23T00:00:00Z,1905,ymd,NA,start time,qual,1905-10-23,was member of,Cambridge Antiquarian Society,P27,P67,Q1320,was member of,10,296,October,23 October 1905,other,1905-10-23,Q916-7171ce4b-4e4a-3d74-0c84-d92124a321d5
Q213,Emily Elizabeth Constance Jones,1905-10-23T00:00:00Z,1905,ymd,NA,start time,qual,1905-10-23,was member of,Cambridge Antiquarian Society,P27,P67,Q1320,was member of,10,296,October,23 October 1905,other,1905-10-23,Q213-467d36de-41d4-f51f-d840-acd7b3fa3bab
Q911,Jane Ellen Harrison,1905-10-23T00:00:00Z,1905,ymd,NA,start time,qual,1905-10-23,was member of,Cambridge Antiquarian Society,P27,P67,Q1320,was member of,10,296,October,23 October 1905,other,1905-10-23,Q911-78ccb880-4f93-c54b-2d61-0536c64d40db
Q1033,Ida Mary Roper,1905-11-08T00:00:00Z,1905,ymd,NA,point in time,qual,1905-11-08,spoke at,meeting,P1,P23,Q31,spoke at,11,312,November,8 November 1905,other,1905-11-08,Q1033-91e6dba1-4044-c6fa-6a60-9e899f9635f7
Q2419,Eleanor Grove,1905-11-22T00:00:00Z,1905,ymd,NA,point in time,main,1905-11-22,date of death,NA,NA,P15,NA,date of death,11,326,November,22 November 1905,death,1905-11-22,Q2419-C5BE4EA2-A836-4C82-88FF-765F260B10C5
Q1892,Ethel Ann Burton-Brown,1905-12-01T00:00:00Z,1905,ym,NA,end time,qual,1905-12-00,held position,Lecturer (Extension),P28,P17,Q3021,held position,12,335,December,December 1905,work,1905-12-01,Q1892-12922f91-42ba-6447-c13e-2049b5c4d9b7
Q1098,Mabel Emily Wotton,1905-12-06T00:00:00Z,1905,ymd,NA,point in time,qual,1905-12-06,spoke at,meeting,P1,P23,Q31,spoke at,12,340,December,6 December 1905,other,1905-12-06,Q1098-fa087c84-429d-cb6e-359a-2a798a71b3cc
Q418,Emily Mary Pritchard,1905-12-18T00:00:00Z,1905,ymd,NA,point in time,qual,1905-12-18,corresponded with,Cambrian Archaeological Association,P1,P73,Q420,corresponded with,12,352,December,18 December 1905,other,1905-12-18,Q418-a677c23a-4e5f-d968-7bba-69a39bcbaa35
Q1500,Amy Joyce Godber,1906-01-01T00:00:00Z,1906,y,NA,point in time,main,1906-00-00,date of birth,NA,NA,P26,NA,date of birth,1,1,January,1906,birth,1906-01-01,Q1500-06F5B72E-4C49-4F33-B783-78D05B28A324
Q862,Kathleen Major,1906-01-01T00:00:00Z,1906,y,NA,point in time,main,1906-00-00,date of birth,NA,NA,P26,NA,date of birth,1,1,January,1906,birth,1906-01-01,Q862-31C6BDC8-BDF8-4983-BD50-DACE52D46C1F
Q2169,Anne Goodison,1906-01-01T00:00:00Z,1906,y,NA,point in time,main,1906-00-00,date of death,NA,NA,P15,NA,date of death,1,1,January,1906,death,1906-01-01,Q2169-dcd7c563-4963-cde4-0e8b-ffdaed607a02
Q536,Annie Abram,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,academic degree,bachelor's degree,P1,P59,Q593,academic degree,1,1,January,1906,education,1906-01-01,Q536-ccd5d39e-49da-038d-698f-baa32839a33a
Q1702,Grace Maud Briscoe,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,academic degree,bachelor's degree,P1,P59,Q593,academic degree,1,1,January,1906,education,1906-01-01,Q1702-19da5b85-49aa-171d-36db-1d143692f0f5
Q1702,Grace Maud Briscoe,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,academic degree,bachelor's degree,P1,P59,Q593,academic degree,1,1,January,1906,education,1906-01-01,Q1702-6ef9e9ff-4900-3671-48ab-1a9251829659
Q783,Margaret Ley Bazeley,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,academic degree,bachelor's degree,P1,P59,Q593,academic degree,1,1,January,1906,education,1906-01-01,Q783-126cc6a4-4e49-4224-8f9f-cd56da07e00c
Q294,Dina Portway Dobson,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,academic degree,master's degree,P1,P59,Q359,academic degree,1,1,January,1906,education,1906-01-01,Q294-3b5b7225-4237-02d0-07f8-2e370d8ae68a
Q3628,Katherine Routledge,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,academic degree,master's degree,P1,P59,Q359,academic degree,1,1,January,1906,education,1906-01-01,Q3628-6a59b032-4cc5-c3ba-87e0-d4e37bbf6fb1
Q2608,Mary Hamilton Swindler,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,academic degree,master's degree,P1,P59,Q359,academic degree,1,1,January,1906,education,1906-01-01,Q2608-7f50738c-4baf-65e1-e36e-d320573a1db8
Q2608,Mary Hamilton Swindler,1906-01-01T00:00:00Z,1906,y,NA,start time,qual,1906-00-00,educated at,Bryn Mawr College,P27,P94,Q2610,educated at,1,1,January,1906,education,1906-01-01,Q2608-48b062b5-489a-d226-f7f3-6ead83d04a87
Q2608,Mary Hamilton Swindler,1906-01-01T00:00:00Z,1906,y,NA,end time,qual,1906-00-00,educated at,Indiana University,P28,P94,Q2609,educated at,1,1,January,1906,education,1906-01-01,Q2608-2220ee85-4fd0-5cb8-4500-1f8693fadd9a
Q153,Eliza Jeffries Davis,1906-01-01T00:00:00Z,1906,y,NA,end time,qual,1906-00-00,educated at,London School of Economics,P28,P94,Q1162,educated at,1,1,January,1906,education,1906-01-01,Q153-9d5b2bf7-4754-e2dd-2822-cc781498a973
Q857,Frances Hermia Durham,1906-01-01T00:00:00Z,1906,y,NA,end time,qual,1906-00-00,educated at,London School of Economics,P28,P94,Q1162,educated at,1,1,January,1906,education,1906-01-01,Q857-cc05c8ad-4f25-d4d8-db4f-5e40c396e00b
Q783,Margaret Ley Bazeley,1906-01-01T00:00:00Z,1906,y,NA,start time,qual,1906-00-00,educated at,London School of Economics,P27,P94,Q1162,educated at,1,1,January,1906,education,1906-01-01,Q783-83a2b212-4ed8-91bd-1725-47724132e25c
Q1702,Grace Maud Briscoe,1906-01-01T00:00:00Z,1906,y,latest,latest date,qual,1906-00-00,educated at,London School of Medicine for Women,P51,P94,Q453,educated at,1,1,January,1906,education,1906-01-01,Q1702-565490de-4ac2-2659-7867-8a3fe208c1bb
Q1423,Gertrude Rachel Levy,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,educated at,Royal Academy Schools,P1,P94,Q1872,educated at,1,1,January,1906,education,1906-01-01,Q1423-93fe6fff-4cd0-2dba-5c64-cf25b2cdaf4a
Q534,Inez Story-Maskelyne,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,acknowledged for role,indexing,P1,P144,Q3239,acknowledged for role,1,1,January,1906,other,1906-01-01,Q534-22d3e6f6-4f13-94ed-dccb-67de0b403553
Q1008,Diana C. Parkinson,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,acknowledged for role,supplying information,P1,P144,Q1801,acknowledged for role,1,1,January,1906,other,1906-01-01,Q1008-0c5f026e-4aa0-5ade-765e-c289548738d5
Q1049,Gwendoline Clare Stacpoole,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,acknowledged for role,supplying information,P1,P144,Q1801,acknowledged for role,1,1,January,1906,other,1906-01-01,Q1049-a0855c3c-4889-4778-a656-e6be95ca71ee
Q153,Eliza Jeffries Davis,1906-01-01T00:00:00Z,1906,y,NA,start time,qual,1906-00-00,contributed to,Victoria County History (series),P27,P112,Q385,contributed to,1,1,January,1906,other,1906-01-01,Q153-65ed8138-4901-c17d-3d4f-87bd892b18e8
Q735,Mary Bateson,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,contributed to,Victoria County History (series),P1,P112,Q385,contributed to,1,1,January,1906,other,1906-01-01,Q735-18b930f8-46ed-f6e2-927d-2a47b7461a2c
Q879,Alice Engholm,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,corresponded with,The Folklore Society,P1,P73,Q292,corresponded with,1,1,January,1906,other,1906-01-01,Q879-797508d3-4117-36f4-9036-8beace6584cb
Q779,Harriet Loyd Lindsay,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,destroyed,tumulus,P1,P116,Q1305,destroyed,1,1,January,1906,other,1906-01-01,Q779-4871a2b3-4135-6b10-2e1d-df850a9be141
Q1017,Anne Sophia Place,1906-01-01T00:00:00Z,1906,y,latest,latest date,qual,1906-00-00,director of archaeological fieldwork,Excavations at Loch Dochart Castle,P51,P36,Q4288,director of archaeological fieldwork,1,1,January,1906,other,1906-01-01,Q1017-4cc9e7b1-4c0d-fd15-7e3d-19e5d1ac2bfe
Q60,Nina Frances Layard,1906-01-01T00:00:00Z,1906,y,NA,start time,qual,1906-00-00,director of archaeological fieldwork,"Excavations at Saxon Cemetery, Ipswich",P27,P36,Q3941,director of archaeological fieldwork,1,1,January,1906,other,1906-01-01,Q60-a9bef0b4-48ad-10d8-4881-ea7aa841bf39
Q573,Florence Kingsford,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,exhibited at,Arts and Crafts Exhibition Society Exhibition,P1,P13,Q580,exhibited at,1,1,January,1906,other,1906-01-01,Q573-0a98e3ca-4df4-7db6-23e1-31a06cf6d31d
Q507,Margaret Sefton-Jones,1906-01-01T00:00:00Z,1906,y,NA,start time,qual,1906-00-00,founded,Egyptian Research Students' Association,P27,P85,Q1534,founded,1,1,January,1906,other,1906-01-01,Q507-4c53d5ef-4544-e51a-1290-6ce0d7d91e08
Q1029,Rachel Robertson Reid,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,founded,Historical Association,P1,P85,Q309,founded,1,1,January,1906,other,1906-01-01,Q1029-526626de-489d-94ab-b936-af3537d9e61d
Q488,Emily Winifred Allen,1906-01-01T00:00:00Z,1906,ym,NA,point in time,qual,1906-01-00,gave money to,Cambrian Archaeological Association,P1,P115,Q420,gave money to,1,1,January,January 1906,other,1906-01-01,Q488-869361db-44c8-ca88-0e1b-38adcba1083a
Q894,Alice Bertha Gomme,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,gave money to,Women's Social and Political Union,P1,P115,Q746,gave money to,1,1,January,1906,other,1906-01-01,Q894-0a83a2bd-481c-8d41-857d-88bf99bc50b2
Q779,Harriet Loyd Lindsay,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,loaner to,exhibition,P1,P87,Q756,loaner to,1,1,January,1906,other,1906-01-01,Q779-c637f71d-45e9-6f2f-9f1f-9cafdc10dd16
Q1149,Mabel Morrison,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,loaner to,exhibition,P1,P87,Q756,loaner to,1,1,January,1906,other,1906-01-01,Q1149-81287e5b-4dc6-2cc5-e7b0-0333c0871098
Q1156,Georgina Emily Chester Master,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Almondsbury,P1,P29,Q1157,resided at,1,1,January,1906,other,1906-01-01,Q1156-abd81e4a-465d-8c2d-ef85-803cf3acec1e
Q294,Dina Portway Dobson,1906-01-01T00:00:00Z,1906,y,NA,end time,qual,1906-00-00,resided at,Cambridge,P28,P29,Q2,resided at,1,1,January,1906,other,1906-01-01,Q294-9b4d3867-4273-7754-ec65-9ba8f2997cde
Q2178,Sigríður Magnusson,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Cambridge,P1,P29,Q2,resided at,1,1,January,1906,other,1906-01-01,Q2178-33cb632c-4890-4e0e-4057-df4c90adf3ca
Q1017,Anne Sophia Place,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Crianlarich,P1,P29,Q1952,resided at,1,1,January,1906,other,1906-01-01,Q1017-dc088df6-4948-b662-4464-3c5293d76fd8
Q1083,Silvia Mary Welsh,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Ditton Hill,P1,P29,Q2058,resided at,1,1,January,1906,other,1906-01-01,Q1083-388bffa5-41c8-2e51-3d6f-f6cf6eeeaa3f
Q894,Alice Bertha Gomme,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,London NW,P1,P29,Q2038,resided at,1,1,January,1906,other,1906-01-01,Q894-fd33df56-40fd-e776-27f0-e97b9651de80
Q3650,Amy Johnston,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,London SW,P1,P29,Q2040,resided at,1,1,January,1906,other,1906-01-01,Q3650-9ce0e678-44c8-40b5-8a14-366d48877fce
Q916,Agnes Conway Horsfield,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,London W,P1,P29,Q2041,resided at,1,1,January,1906,other,1906-01-01,Q916-969cc775-48f8-96a1-9537-dcea3ae40a95
Q577,Maud Sellers,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,London W,P1,P29,Q2041,resided at,1,1,January,1906,other,1906-01-01,Q577-148bfe3a-466f-12e9-cde5-2fdd860e87c3
Q857,Frances Hermia Durham,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,London WC,P1,P29,Q2042,resided at,1,1,January,1906,other,1906-01-01,Q857-e9ee9526-4268-f797-9c90-6c2cec4dd7ae
Q916,Agnes Conway Horsfield,1906-01-01T00:00:00Z,1906,y,NA,start time,qual,1906-00-00,resided at,Maidstone,P27,P29,Q1243,resided at,1,1,January,1906,other,1906-01-01,Q916-5fd28334-4f62-37a4-47c0-2cefa63c6793
Q879,Alice Engholm,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Malmö,P1,P29,Q1481,resided at,1,1,January,1906,other,1906-01-01,Q879-61ba1b96-4e4a-cb19-5ee7-a3e0e74ef296
Q904,Alice Grenfell,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Oxford,P1,P29,Q82,resided at,1,1,January,1906,other,1906-01-01,Q904-f0f08599-483a-4449-4f60-541a6c5912d7
Q133,Margerie Venables Taylor,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Oxford,P1,P29,Q82,resided at,1,1,January,1906,other,1906-01-01,Q133-034f2fe1-423a-ee04-1287-8bf1dd67ad03
Q130,Gertrude Bell,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Redcar,P1,P29,Q2473,resided at,1,1,January,1906,other,1906-01-01,Q130-d6225770-44a4-c922-2d5f-f63bc004096a
Q1033,Ida Mary Roper,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Redland,P1,P29,Q3080,resided at,1,1,January,1906,other,1906-01-01,Q1033-fc362b77-426e-0020-083d-12c3fe7f2476
Q1082,Margery Katherine Welsh,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Scarborough,P1,P29,Q14,resided at,1,1,January,1906,other,1906-01-01,Q1082-10bb1dcb-4731-d207-c880-8c3c2d9db03a
Q960,Sophia Crawford Lomas,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Sydenham,P1,P29,Q1256,resided at,1,1,January,1906,other,1906-01-01,Q960-12bed298-4498-d561-2dca-866a4b89717c
Q1045,Emily Skinner,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Tiverton,P1,P29,Q1664,resided at,1,1,January,1906,other,1906-01-01,Q1045-6677916f-4957-6148-7e33-437f7332e22d
Q2683,Katherine Ann Raleigh,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,resided at,Uxbridge,P1,P29,Q1135,resided at,1,1,January,1906,other,1906-01-01,Q2683-0b8b7f4c-48e2-e3d2-0579-5da078bf839b
Q747,Ada Goodrich-Freer,1906-01-01T00:00:00Z,1906,y,NA,end time,qual,1906-00-00,served on,Council,P28,P102,Q293,served on,1,1,January,1906,other,1906-01-01,Q747-32670f0e-4dd5-35f0-0110-f32081bbf3d7
Q1045,Emily Skinner,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,served on,Council,P1,P102,Q293,served on,1,1,January,1906,other,1906-01-01,Q1045-c61c3ac5-4ed0-d6b9-210d-f2526f350e8f
Q60,Nina Frances Layard,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,spoke at,Annual Meeting,P1,P23,Q682,spoke at,1,1,January,1906,other,1906-01-01,Q60-7763b8d3-421e-c945-3428-7a162aa18b65
Q60,Nina Frances Layard,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,spoke at,Annual Meeting,P1,P23,Q682,spoke at,1,1,January,1906,other,1906-01-01,Q60-e5db1ce0-451e-ccfb-6b10-30ed5b5fe29a
Q1017,Anne Sophia Place,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,spoke at,meeting,P1,P23,Q31,spoke at,1,1,January,1906,other,1906-01-01,Q1017-843349c2-45c9-f362-1806-7898c39a683e
Q1008,Diana C. Parkinson,1906-01-01T00:00:00Z,1906,y,NA,point in time,qual,1906-00-00,spoke at,meeting,P1,P23,Q31,spoke at,1,1,January,1906,other,1906-01-01,Q1008-18c6e56f-40de-16cc-4c9e-8f5463f7dea0
